postal_Code_start,postal_code_end,time,memory_used(MB)
6213AP,6217NW,958,244
6213AP,6221TD,402,38
6213AP,6212NL,782,215
6213AP,6217HH,800,32
6213AP,6224ER,470,25
6213AP,6222TL,716,141
6213AP,6226DK,574,38
6213AP,6213AL,500,37
6213AP,6211AX,566,15
6213AP,6221GD,419,38
6213AP,6227AN,469,28
6213AP,6226WR,758,220
6213AP,6223BE,427,38
6213AP,6229AE,398,39
6213AP,6217GD,1175,144
6213AP,6229VS,430,33
6213AP,6216AL,916,35
6213AP,6224KZ,430,38
6213AP,6218VB,614,35
6213AP,6227BP,439,38
6213AP,6218GG,910,36
6213AP,6221VS,391,38
6213AP,6224HB,399,38
6213AP,6218GR,600,34
6213AP,6215XW,857,178
6213AP,6217CC,820,32
6213AP,6226HJ,479,38
6213AP,6225GX,623,30
6213AP,6221AL,623,34
6213AP,6227RR,554,28
6213AP,6211XN,534,22
6213AP,6211GK,492,22
6213AP,6216CS,865,33
6213AP,6215SL,604,35
6213AP,6212HA,978,33
6213AP,6211KC,2041,240
6213AP,6211XX,653,129
6213AP,6218TE,611,33
6213AP,6224KX,452,38
6213AP,6211HA,465,15
6213AP,6215EL,752,32
6213AP,6215RE,863,31
6213AP,6216TE,778,31
6213AP,6222AA,443,38
6213AP,6224JN,388,38
6213AP,6218XZ,847,32
6213AP,6217VT,814,33
6213AP,6221AW,728,34
6213AP,6229BK,440,39
6213AP,6228ED,470,34
6213AP,6214PK,465,19
6213AP,6218SV,840,43
6213AP,6212AB,1939,28
6213AP,6211NV,448,19
6213AP,6216VG,959,34
6213AP,6228EJ,466,39
6213AP,6215ST,836,32
6213AP,6224HD,425,38
6213AP,6216NT,838,152
6213AP,6211XC,485,80
6213AP,6222EA,405,38
6213AP,6227XD,1018,34
6213AP,6215RM,645,128
6213AP,6228AT,473,38
6213AP,6228AG,461,39
6213AP,6217PK,1185,37
6213AP,6226EW,421,38
6213AP,6225DG,624,98
6213AP,6227BE,431,38
6213AP,6216VA,928,35
6213AP,6213JK,955,35
6213AP,6216AR,955,38
6213AP,6212GK,1139,44
6213AP,6216BW,899,34
6213AP,6226BD,578,28
6213AP,6213KA,796,171
6213AP,6224KJ,379,38
6213AP,6226EZ,401,38
6213AP,6211RK,501,21
6213AP,6215TM,839,34
6213AP,6226HW,439,38
6213AP,6229WG,496,38
6213AP,6221TN,432,38
6213AP,6229AR,460,34
6213AP,6224JZ,458,32
6213AP,6216PK,1228,30
6213AP,6213JX,989,170
6213AP,6213CJ,1010,166
6213AP,6221EL,379,38
6213AP,6218XB,634,40
6213AP,6217LA,564,18
6213AP,6229HC,365,35
6213AP,6218VT,617,40
6213AP,6225EV,637,25
6213AP,6221SR,412,38
6213AP,6215BJ,898,33
6213AP,6216SX,900,29
6213AP,6221TB,406,38
6213AP,6229GM,401,32
6213AP,6227VM,726,134
6213AP,6226WV,727,133
6213AP,6212EZ,1575,170
6213AP,6211AM,564,129
6213AP,6225BV,648,28
6213AP,6227AZ,420,38
6213AP,6225JN,679,36
6213AP,6221CN,515,36
6213AP,6218AG,900,38
6213AP,6222VJ,605,27
6213AP,6224VS,580,28
6213AP,6213HW,958,213
6213AP,6225HH,577,26
6213AP,6211TD,402,38
6213AP,6211NL,466,17
6213AP,6213NB,541,23
6213AP,6221XW,407,36
6213AP,6221AM,659,23
6213AP,6213CV,958,81
6213AP,6222WH,691,38
6213AP,6225HJ,630,23
6213AP,6211BZ,601,19
6213AP,6216SR,871,31
6213AP,6229EG,393,38
6213AP,6221GB,369,38
6213AP,6213AB,562,88
6213AP,6217PJ,1055,67
6213AP,6223GL,547,25
6213AP,6223BA,495,32
6213AP,6218VH,600,33
6213AP,6215SX,610,40
6213AP,6216RH,722,30
6213AP,6215RN,881,31
6213AP,6214TK,770,32
6213AP,6218CV,825,38
6213AP,6224VW,509,27
6213AP,6211ST,541,20
6213AP,6227TL,534,26
6213AP,6215PV,583,194
6213AP,6227AX,428,38
6213AP,6212EA,451,38
6213AP,6226GG,426,38
6213AP,6227CV,440,38
6213AP,6222BH,443,35
6213AP,6224LC,392,38
6213AP,6225HK,664,34
6213AP,6215EE,674,33
6213AP,6228JD,460,39
6213AP,6215BC,824,31
6213AP,6217AN,665,34
6213AP,6225BK,613,26
6213AP,6216AM,882,33
6213AP,6216VN,772,31
6213AP,6226GT,656,44
6213AP,6217CX,660,32
6213AP,6211RZ,610,15
6213AP,6229HV,395,38
6213AP,6222CS,464,38
6213AP,6215RP,854,153
6213AP,6218VK,585,37
6213AP,6223CT,424,38
6213AP,6219BD,1473,67
6213AP,6216TM,612,33
6213AP,6219BN,1438,63
6213AP,6226GJ,409,38
6213AP,6214SP,749,29
6213AP,6217GT,805,34
6213AP,6215SC,700,39
6213AP,6217XS,1052,194
6213AP,6225DA,571,25
6213AP,6211NP,423,38
6213AP,6227EP,473,38
6213AP,6223CM,462,38
6213AP,6211RN,563,129
6213AP,6228DM,496,36
6213AP,6213JC,977,35
6213AP,6226BP,568,24
6213AP,6218RZ,940,30
6213AP,6213HE,830,172
6213AP,6227CL,442,90
6213AP,6229BB,488,39
6213AP,6213CK,470,37
6213AP,6212GH,1226,211
6213AP,6216PW,1150,103
6213AP,6227SV,439,37
6213AP,6212BB,1622,35
6213AP,6225BD,618,30
6213AP,6216RP,1035,34
6213AP,6221BW,510,22
6213AP,6215XJ,702,35
6213AP,6211PB,402,38
6213AP,6215ES,762,34
6213AP,6223GM,494,39
6213AP,6221VH,395,38
6213AP,6227TB,475,38
6213AP,6211RA,547,21
6213AP,6228EA,468,38
6213AP,6214XZ,2340,33
6213AP,6228HL,491,39
6213AP,6222CD,408,38
6213AP,6214RH,313,37
6213AP,6223BR,490,35
6213AP,6221BL,627,46
6213AP,6218AV,603,38
6213AP,6213CB,469,37
6213AP,6219BE,1441,191
6213AP,6211JW,553,22
6213AP,6228EK,509,30
6213AP,6217LN,741,33
6213AP,6221CD,688,24
6213AP,6213HH,870,33
6213AP,6218GN,759,41
6213AP,6221EE,636,85
6213AP,6226WL,721,90
6213AP,6227AK,538,35
6213AP,6222TE,712,91
6213AP,6224LR,387,38
6213AP,6215XC,1034,31
6213AP,6212GC,966,171
6213AP,6225AE,587,28
6213AP,6229BN,416,38
6213AP,6213HR,920,31
6213AP,6225AR,649,26
6213AP,6222CT,531,24
6213AP,6224JG,421,38
6213AP,6219NN,1291,287
6213AP,6221GH,374,38
6213AP,6223GC,507,39
6213AP,6216NW,851,35
6213AP,6213JL,1017,20
6213AP,6227GT,489,38
6213AP,6214TZ,1014,194
6213AP,6211BS,599,16
6213AP,6226CV,467,38
6213AP,6227HM,563,27
6213AP,6227GB,452,39
6213AP,6224CG,676,23
6213AP,6215XX,933,21
6213AP,6216RN,997,82
6213AP,6228EX,494,39
6213AP,6214VK,583,81
6213AP,6221EP,527,26
6213AP,6216VR,810,34
6213AP,6225BB,571,36
6213AP,6222SG,993,28
6213AP,6218VR,600,40
6213AP,6225EM,618,25
6213AP,6224BZ,734,23
6213AP,6212EB,693,38
6213AP,6217HB,695,40
6213AP,6226AE,468,32
6213AP,6225JW,575,28
6213AP,6229VV,465,38
6213AP,6223CS,468,38
6213AP,6217HE,773,107
6213AP,6218RC,824,114
6228EB,6217KS,573,37
6228EB,6216TS,491,34
6228EB,6223BD,740,29
6228EB,6226GM,428,38
6228EB,6224EG,729,19
6228EB,6227SW,457,18
6228EB,6225GN,631,28
6228EB,6211TC,451,32
6228EB,6216ER,653,25
6228EB,6219AW,765,25
6228EB,6217CA,508,37
6228EB,6225GW,647,29
6228EB,6215XT,663,24
6228EB,6214SL,585,17
6228EB,6227EN,387,32
6228EB,6218XC,522,36
6228EB,6211GD,497,17
6228EB,6213GB,562,39
6228EB,6227BN,466,14
6228EB,6222BC,764,37
6228EB,6214XL,678,28
6228EB,6224AX,679,25
6228EB,6213JN,842,27
6228EB,6216PT,693,29
6228EB,6211KX,448,39
6228EB,6211MA,570,24
6228EB,6224XW,647,29
6228EB,6216SE,569,39
6228EB,6213BG,532,24
6228EB,6226AK,527,19
6228EB,6222AT,755,24
6228EB,6215TB,483,34
6228EB,6213HK,831,27
6228EB,6224LE,456,38
6228EB,6218HE,561,34
6228EB,6215RL,611,39
6228EB,6227HB,376,38
6228EB,6214SC,511,39
6228EB,6224HX,437,38
6228EB,6221BZ,675,228
6228EB,6228EL,365,37
6228EB,6222SR,938,184
6228EB,6218VC,527,39
6228EB,6221BP,714,131
6228EB,6217AT,510,39
6228EB,6224GC,446,38
6228EB,6225EH,699,30
6228EB,6224AP,785,177
6228EB,6216PE,599,24
6228EB,6217CR,601,37
6228EB,6211SK,609,24
6228EB,6216SN,568,28
6228EB,6217BS,465,39
6228EB,6222AE,715,26
6228EB,6229HK,462,39
6228EB,6212AN,987,26
6228EB,6228HH,341,37
6228EB,6223AJ,691,27
6228EB,6213GW,861,28
6228EB,6217NB,503,34
6228EB,6229TH,559,39
6228EB,6227ED,397,18
6228EB,6211GC,457,39
6228EB,6221TM,422,32
6228EB,6216PN,644,25
6228EB,6222ST,874,50
6228EB,6217KH,571,24
6228EB,6229WK,586,28
6228EB,6227VD,583,21
6228EB,6217LW,514,39
6228EB,6222BA,708,28
6228EB,6225HC,644,28
6228EB,6227DB,443,37
6228EB,6215PX,483,39
6228EB,6221BR,757,16
6228EB,6222CN,751,24
6228EB,6221VZ,703,134
6228EB,6217AH,468,39
6228EB,6217LH,585,24
6228EB,6213GA,488,39
6228EB,6227HE,366,37
6228EB,6227EC,355,38
6228EB,6211JJ,664,138
6228EB,6214XA,702,24
6228EB,6228GW,183,37
6228EB,6226WT,924,41
6228EB,6214AA,595,19
6228EB,6228GA,232,37
6228EB,6211KH,864,24
6228EB,6224VB,636,28
6228EB,6211LR,585,29
6228EB,6226AB,468,38
6228EB,6218DA,486,34
6228EB,6217LR,574,39
6228EB,6226CJ,523,17
6228EB,6215TJ,469,34
6228EB,6216NS,523,39
6228EB,6217AK,563,39
6228EB,6225DK,698,28
6228EB,6212BW,1005,29
6228EB,6222WD,720,28
6228EB,6217HV,464,39
6228EB,6226WP,1073,37
6228EB,6212BD,1229,26
6228EB,6228AK,345,37
6228EB,6225HD,614,47
6228EB,6215XM,743,141
6228EB,6224DC,495,14
6228EB,6216TR,498,39
6228EB,6227RM,373,38
6228EB,6222WK,782,28
6228EB,6228DK,337,37
6228EB,6212GS,795,182
6228EB,6211MZ,506,37
6228EB,6228CW,291,37
6228EB,6229TG,539,34
6228EB,6215VG,592,27
6228EB,6213AA,634,134
6228EB,6215RS,635,26
6228EB,6227TG,458,34
6228EB,6229VT,547,39
6228EB,6215RA,475,39
6228EB,6214VT,680,24
6228EB,6211JH,693,37
6228EB,6225EJ,542,39
6228EB,6224LG,396,32
6228EB,6224BA,842,24
6228EB,6211MV,522,32
6228EB,6221CM,504,38
6228EB,6222CB,534,24
6228EB,6222BT,663,27
6228EB,6211BG,663,136
6228EB,6229GD,460,39
6228EB,6218SW,485,34
6228EB,6216SM,564,39
6228EB,6221VM,420,39
6228EB,6211EA,486,34
6228EB,6225EA,697,26
6228EB,6227RS,738,23
6228EB,6212GD,1351,25
6228EB,6216ST,554,34
6228EB,6223AG,740,31
6228EB,6218GD,526,32
6228EB,6218VN,500,39
6228EB,6211PA,501,34
6228EB,6226CB,480,17
6228EB,6222CH,699,183
6228EB,6211LM,590,27
6228EB,6224VX,616,27
6228EB,6211NA,549,27
6228EB,6227BT,512,130
6228EB,6221VB,418,39
6228EB,6227TS,534,19
6228EB,6228LE,333,37
6228EB,6217XN,553,39
6228EB,6226WB,1154,43
6228EB,6219AK,695,54
6228EB,6224AN,860,23
6228EB,6218HK,749,26
6228EB,6218GJ,558,39
6228EB,6211NM,530,28
6228EB,6223AD,751,29
6228EB,6226BA,755,173
6228EB,6226DL,646,36
6228EB,6211JK,661,26
6228EB,6215TH,525,39
6228EB,6229AZ,480,39
6228EB,6215JS,374,39
6228EB,6219BP,764,180
6228EB,6215GH,473,34
6228EB,6226GP,413,38
6228EB,6226CW,529,19
6228EB,6225CH,696,29
6228EB,6217PA,649,140
6228EB,6229VZ,497,39
6228EB,6218GC,570,39
6228EB,6218CW,513,32
6228EB,6215PS,493,36
6228EB,6218AR,521,32
6228EB,6219BB,789,24
6228EB,6225XZ,582,28
6228EB,6218XD,508,39
6228EB,6216VC,613,34
6228EB,6224LP,417,32
6228EB,6223BH,780,28
6228EB,6227HA,400,19
6228EB,6222EC,525,34
6228EB,6224EE,779,17
6228EB,6228BN,349,37
6228EB,6229AX,530,39
6228EB,6224XJ,702,37
6228EB,6211NS,522,34
6228EB,6218VA,513,39
6228EB,6226DS,506,14
6228EB,6223CK,1013,29
6228EB,6216PX,717,29
6228EB,6223HE,757,24
6228EB,6229WL,517,27
6228EB,6228GC,184,37
6228EB,6213EM,696,27
6228EB,6228SM,338,37
6228EB,6213EV,879,185
6228EB,6214XP,554,39
6228EB,6215PH,483,39
6228EB,6214XM,539,17
6228EB,6229WT,566,34
6228EB,6217PH,703,26
6228EB,6229GX,471,39
6228EB,6212NJ,453,40
6228EB,6213HV,836,186
6228EB,6223CA,740,43
6228EB,6227XS,655,23
6228EB,6229ZD,586,34
6228EB,6221HG,416,38
6228EB,6227RG,534,19
6228EB,6211PG,548,34
6228EB,6226DA,538,36
6228EB,6222WE,792,24
6228EB,6218CC,484,39
6228EB,6227AV,458,38
6228EB,6217VP,487,39
6228EB,6221XT,492,39
6228EB,6222BZ,607,24
6228EB,6229TW,530,39
6228EB,6216RZ,605,39
6228EB,6216RE,691,25
6228EB,6213BV,522,35
6228EB,6228CM,337,37
6228EB,6221TX,440,39
6228EB,6211NG,579,15
6228EB,6228AL,349,37
6228EB,6213HT,1100,142
6228EB,6217VJ,515,39
6228EB,6214TT,523,38
6228EB,6226DM,730,131
6228EB,6216RL,687,26
6228EB,6211BC,700,24
6228EB,6223GZ,780,30
6228EB,6224GM,412,38
6228EB,6215VS,555,39
6228EB,6218HG,709,27
6228EB,6215RX,662,27
6228EB,6224XX,677,29
6228EB,6225ES,543,39
6228EB,6227SK,486,21
6228EB,6216CP,544,34
6228EB,6227SB,608,22
6228EB,6226AW,858,183
6228EB,6222CE,664,23
6228EB,6218RX,496,39
6228EB,6222WJ,747,138
6228EB,6227BJ,494,34
6228EB,6224KG,394,36
6228EB,6215EM,484,39
6228EB,6227VA,626,23
6228EB,6217XV,564,34
6228EB,6224TL,438,38
6228EB,6214VX,701,24
6228EB,6211AT,634,22
6228EB,6215RR,610,27
6228EB,6226BL,716,22
6228EB,6213JS,526,39
6228EB,6216BM,548,19
6228EB,6217JW,614,26
6228EB,6213GC,837,133
6228EB,6225HL,620,99
6228EB,6221HE,393,38
6228EB,6215VE,485,39
6228EB,6226EN,494,38
6228EB,6226GE,429,35
6228EB,6215BN,542,34
6228EB,6214TC,520,39
6228EB,6229HW,454,39
6228EB,6216TD,562,39
6228EB,6228LB,352,37
6228EB,6211LC,477,38
6228EB,6216SV,662,26
6228EB,6224XM,640,26
6228EB,6212XW,778,26
6228EB,6228HC,364,37
6228EB,6213GK,841,189
6228EB,6215SZ,499,34
6228EB,6215EP,476,39
6228EB,6229HH,495,34
6228EB,6214XJ,722,48
6228EB,6214VG,443,39
6228EB,6217HG,492,39
6228EB,6214AC,554,39
6228EB,6215BP,504,39
6228EB,6217EP,619,38
6228EB,6218AN,484,39
6228EB,6212BK,1215,26
6228EB,6225GB,710,28
6228EB,6215JL,508,39
6228EB,6211LH,467,35
6228EB,6211BE,595,135
6228EB,6211PM,670,26
6228EB,6227VT,662,21
6228EB,6218WH,523,40
6228EB,6211BP,619,23
6228EB,6211AP,665,22
6228EB,6216PZ,693,26
6228EB,6217BR,486,39
6228EB,6229HE,467,39
6228EB,6224JV,443,34
6228EB,6221HB,433,32
6228EB,6226CP,499,15
6228EB,6224JP,442,38
6228EB,6218VG,514,39
6228EB,6221AC,747,271
6228EB,6216CJ,684,138
6228EB,6218BS,532,39
6228EB,6214AR,503,39
6228EB,6217GW,595,24
6228EB,6215KJ,494,32
6228EB,6228JB,286,37
6228EB,6221GE,394,38
6228EB,6224EN,568,28
6228EB,6218SE,660,27
6228EB,6224CT,937,31
6228EB,6225DH,755,29
6228EB,6222SN,966,49
6228EB,6216AC,642,39
6228EB,6225JM,885,51
6228EB,6221EK,496,38
6228EB,6212GT,1124,35
6228EB,6216PH,626,38
6228EB,6215XD,546,39
6228EB,6226AT,530,175
6228EB,6218WB,504,32
6228EB,6223CL,738,26
6228EB,6221SW,462,39
6228EB,6222XS,702,28
6228EB,6214TH,487,34
6228EB,6225CA,756,142
6228EB,6211EL,570,179
6228EB,6225GA,664,35
6228EB,6212BA,1175,27
6228EB,6215RB,497,39
6228EB,6229HZ,447,39
6228EB,6214AM,589,25
6228EB,6224TG,430,38
6228EB,6215XL,726,37
6228EB,6213BH,500,39
6228EB,6227AR,451,32
6228EB,6221CP,403,38
6228EB,6224VN,598,27
6228EB,6221JM,424,38
6228EB,6217VR,459,39
6228EB,6218GT,526,40
6228EB,6222ED,499,39
6228EB,6211SC,631,19
6228EB,6216XR,602,40
6228EB,6224BJ,756,36
6228EB,6217CB,463,39
6228EB,6225KM,716,30
6228EB,6223AE,601,26
6228EB,6214VZ,701,140
6228EB,6229BC,487,39
6228EB,6228EV,326,37
6228EB,6213KB,790,102
6228EB,6216VJ,506,39
6228EB,6229TE,544,34
6228EB,6216PS,618,35
6228EB,6226EJ,499,16
6228EB,6216PL,652,29
6228EB,6211KA,897,26
6228EB,6229BD,519,28
6228EB,6213HG,724,25
6228EB,6214AP,510,32
6228EB,6228GN,184,37
6228EB,6212BT,1030,25
6228EB,6217LP,539,39
6228EB,6215KC,490,39
6228EB,6222CP,680,26
6228EB,6217JJ,608,26
6228EB,6211ER,514,38
6228EB,6226GL,462,38
6228EB,6212BM,1164,24
6228EB,6213AD,600,28
6228EB,6218ST,518,39
6228EB,6226XZ,508,34
6228EB,6227XN,807,182
6228EB,6224VV,643,26
6228EB,6224JA,469,36
6228EB,6217LJ,595,19
6228EB,6211PC,562,26
6228EB,6216AT,629,27
6228EB,6221CX,593,90
6228EB,6211JA,500,34
6228EB,6214SR,558,39
6228EB,6222VV,748,143
6228EB,6226WX,931,37
6228EB,6211EB,475,38
6228EB,6215SM,479,32
6228EB,6222XW,701,139
6228EB,6218AT,553,35
6228EB,6216VP,483,32
6228EB,6227SZ,429,38
6228EB,6228EG,353,37
6228EB,6217BC,468,34
6228EB,6212BS,1011,24
6228EB,6229AH,487,39
6228EB,6215XN,740,185
6228EB,6224HN,432,23
6228EB,6227CP,486,38
6228EB,6213GH,881,276
6228EB,6213BT,592,27
6228EB,6218WC,515,32
6228EB,6213JT,890,30
6228EB,6212EL,634,37
6228EB,6211LA,434,39
6228EB,6229EA,487,32
6228EB,6228HX,274,37
6228EB,6218BP,522,39
6228EB,6211RM,542,26
6228EB,6217EJ,595,40
6228EB,6227AL,479,38
6228EB,6221SG,420,38
6228EB,6227GN,386,38
6228EB,6229GC,441,39
6228EB,6216ES,605,19
6228EB,6224HT,426,38
6228EB,6217NV,640,24
6228EB,6224KB,417,38
6228EB,6217VK,509,39
6228EB,6225KL,687,27
6228EB,6215TZ,525,34
6228EB,6218BW,478,39
6228EB,6218EN,496,39
6228EB,6218GV,541,40
6228EB,6221VX,771,96
6228EB,6226XH,470,38
6228EB,6222BL,620,24
6228EB,6214BB,512,159
6228EB,6227SJ,615,31
6228EB,6219AX,873,45
6228EB,6229BH,500,34
6228EB,6217BW,529,39
6228EB,6229HD,505,39
6228EB,6222CZ,588,26
6228EB,6215EV,469,39
6228EB,6212ER,1133,24
6228EB,6225BE,682,30
6228EB,6218RT,516,32
6228EB,6227EH,377,38
6228EB,6229XM,542,34
6228EB,6218HL,630,40
6228EB,6213CG,489,39
6228EB,6219AS,742,19
6228EB,6221VW,415,34
6228EB,6226VJ,613,21
6228EB,6212HH,606,29
6228EB,6222EB,511,34
6228EB,6225EL,662,30
6228EB,6224GA,515,34
6228EB,6217LD,570,28
6228EB,6211XB,692,24
6228EB,6217NX,643,37
6228EB,6217GV,484,39
6228EB,6214RV,524,36
6228EB,6225BW,674,26
6228EB,6211XS,567,39
6228EB,6211PK,538,25
6228EB,6222PD,568,40
6228EB,6229AG,485,39
6228EB,6222EL,716,24
6228EB,6227TM,720,79
6228EB,6216VB,507,34
6228EB,6221KZ,458,32
6228EB,6228AE,334,37
6228EB,6212EX,1212,24
6228EB,6217ET,758,27
6228EB,6213EC,789,27
6228EB,6226WG,1243,137
6228EB,6211RC,568,39
6228EB,6216BH,546,32
6228EB,6224BB,828,177
6228EB,6214PM,574,39
6228EB,6214TR,473,34
6228EB,6224EX,563,27
6228EB,6228GJ,180,37
6228EB,6216PP,634,25
6228EB,6211NH,540,39
6228EB,6213CT,555,24
6228EB,6225AL,668,28
6228EB,6228JV,188,37
6228EB,6216TB,464,34
6228EB,6221BN,730,48
6228EB,6224VL,621,26
6228EB,6229AW,521,39
6228EB,6227TA,463,32
6228EB,6221XK,740,34
6228EB,6211SN,573,179
6228EB,6227BS,452,38
6228EB,6224TW,590,27
6228EB,6212HD,820,139
6228EB,6215RH,538,39
6228EB,6229XP,502,39
6228EB,6214PA,564,39
6228EB,6222NA,633,93
6228EB,6212BP,1148,24
6228EB,6218SH,545,39
6228EB,6221XD,777,215
6228EB,6224EV,542,39
6228EB,6225ET,567,39
6228EB,6222BP,631,24
6228EB,6223HA,539,32
6228EB,6227XH,488,19
6228EB,6215XR,755,29
6228EB,6226BR,572,21
6228EB,6226BG,514,33
6228EB,6221VT,443,222
6228EB,6213JV,537,39
6228EB,6218RB,499,39
6228EB,6221EW,431,38
6228EB,6211EV,562,24
6228EB,6223AX,644,95
6228EB,6222TZ,672,25
6228EB,6216TC,529,39
6228EB,6226HS,400,38
6228EB,6225KH,726,28
6228EB,6225AG,713,95
6228EB,6229VP,488,39
6228EB,6221AH,742,178
6228EB,6225BC,694,26
6228EB,6224LX,462,38
6228EB,6211RV,579,17
6228EB,6215TA,500,34
6228EB,6218GA,503,39
6228EB,6211ET,522,23
6228EB,6222CG,694,27
6228EB,6228BJ,419,37
6228EB,6222TX,647,26
6228EB,6222AL,783,29
6228EB,6222NE,738,135
6228EB,6216AZ,623,40
6228EB,6218XA,480,39
6228EB,6211SZ,516,39
6228EB,6211PS,606,26
6228EB,6224GX,513,30
6228EB,6225JT,690,28
6228EB,6217BH,499,36
6228EB,6212BL,1168,27
6228EB,6216AP,645,101
6228EB,6211MB,598,21
6228EB,6225BR,702,29
6228EB,6213HP,813,102
6228EB,6224VT,648,35
6228EB,6211RL,599,22
6228EB,6222EM,738,27
6228EB,6222SK,651,28
6228EB,6228XV,546,39
6228EB,6229VW,514,39
6228EB,6213GP,1104,34
6228EB,6221CK,686,34
6228EB,6217JM,649,26
6228EB,6224VK,673,27
6228EB,6222XR,719,26
6228EB,6211PW,530,32
6228EB,6221HH,403,38
6228EB,6211WE,739,24
6228EB,6211LD,452,39
6228EB,6213EP,708,47
6228EB,6211RR,659,22
6228EB,6226ET,469,38
6228EB,6216TJ,470,39
6228EB,6222SV,1025,144
6228EB,6219AP,726,39
6228EB,6217ND,521,36
6228EB,6223GP,783,27
6228EB,6211PJ,579,38
6228EB,6218BC,514,39
6228EB,6211KZ,562,26
6228EB,6226VN,530,36
6228EB,6224AH,792,19
6228EB,6213BA,525,39
6228EB,6216PV,781,24
6228EB,6216EG,531,39
6228EB,6226BB,844,131
6228EB,6215JA,516,39
6228EB,6223CR,775,39
6228EB,6228SG,394,38
6228EB,6227RX,615,129
6228EB,6224EB,683,19
6228EB,6211RJ,532,39
6228EB,6225CE,685,28
6228EB,6228BK,315,37
6228EB,6223EC,983,319
6228EB,6228JM,288,37
6228EB,6224BT,764,177
6228EB,6217KL,598,26
6228EB,6216XJ,560,40
6228EB,6226EG,531,18
6228EB,6224CC,779,20
6228EB,6213AJ,548,40
6228EB,6214VJ,448,39
6228EB,6227CK,434,38
6228EB,6212GJ,1200,24
6228EB,6223EV,814,27
6228EB,6219PE,685,26
6228EB,6224XZ,658,29
6228EB,6228HG,338,37
6228EB,6226VZ,666,30
6228EB,6215EK,477,39
6228EB,6215TW,710,24
6228EB,6227GA,362,38
6228EB,6225KE,714,141
6228EB,6216BN,517,32
6228EB,6214XH,516,39
6228EB,6224TB,495,39
6228EB,6224GD,432,38
6228EB,6215BK,495,39
6228EB,6218CK,481,39
6228EB,6219AB,786,230
6228EB,6222VK,727,25
6228EB,6226WZ,1259,181
6228EB,6211SX,582,138
6228EB,6212EV,1234,25
6228EB,6214SK,507,27
6228EB,6216BL,580,40
6228EB,6229GL,456,38
6228EB,6228CS,303,37
6228EB,6214PT,609,27
6228EB,6218TJ,478,39
6228EB,6226AG,470,38
6228EB,6221JL,412,38
6228EB,6224KN,445,32
6228EB,6213CH,505,39
6228EB,6222VB,718,183
6228EB,6212BV,1206,22
6228EB,6215SP,518,39
6228EB,6224CR,621,27
6228EB,6211HP,579,22
6228EB,6218GK,538,35
6228EB,6227GC,384,38
6228EB,6218EB,519,32
6228EB,6226AP,486,36
6228EB,6216BT,644,24
6228EB,6221AT,672,41
6228EB,6228GK,280,37
6228EB,6215GA,519,39
6228EB,6217NW,577,24
6228EB,6221TD,477,39
6228EB,6212NL,506,39
6228EB,6217HH,470,38
6228EB,6224ER,523,138
6228EB,6222TL,738,184
6228EB,6226DK,737,49
6228EB,6213AL,475,39
6228EB,6211AX,632,24
6228EB,6221GD,440,38
6228EB,6227AN,532,38
6228EB,6226WR,1332,28
6228EB,6223BE,735,26
6228EB,6229AE,483,39
6228EB,6217GD,810,138
6228EB,6229VS,516,32
6228EB,6216AL,628,40
6228EB,6224KZ,468,38
6228EB,6218VB,485,39
6228EB,6227BP,478,18
6228EB,6218GG,660,40
6228EB,6221VS,429,39
6228EB,6224HB,425,38
6228EB,6218GR,474,39
6228EB,6215XW,715,141
6228EB,6217CC,464,39
6228EB,6226HJ,466,38
6228EB,6225GX,691,28
6228EB,6221AL,808,32
6228EB,6227RR,742,19
6228EB,6211XN,579,24
6228EB,6211GK,501,39
6228EB,6216CS,672,24
6228EB,6215SL,475,39
6228EB,6212HA,787,37
6228EB,6211KC,1376,41
6228EB,6211XX,679,18
6228EB,6218TE,488,39
6228EB,6224KX,448,38
6228EB,6211HA,445,32
6228EB,6215EL,476,39
6228EB,6215RE,549,39
6228EB,6216TE,462,32
6228EB,6222AA,526,39
6228EB,6224JN,414,38
6228EB,6218XZ,494,39
6228EB,6217VT,469,32
6228EB,6221AW,726,36
6228EB,6229BK,512,32
6228EB,6228ED,332,37
6228EB,6214PK,556,20
6228EB,6218SV,519,39
6228EB,6212AB,1339,25
6228EB,6211NV,522,39
6228EB,6216VG,631,40
6228EB,6228EJ,329,37
6228EB,6215ST,472,39
6228EB,6224HD,423,38
6228EB,6216NT,524,34
6228EB,6211XC,591,20
6228EB,6222EA,525,35
6228EB,6227XD,783,24
6228EB,6215RM,632,25
6228EB,6228AT,336,37
6228EB,6228AG,336,37
6228EB,6217PK,689,20
6228EB,6226EW,552,17
6228EB,6225DG,737,27
6228EB,6227BE,441,34
6228EB,6216VA,533,39
6228EB,6213JK,858,33
6228EB,6216AR,624,27
6228EB,6212GK,1002,37
6228EB,6216BW,530,39
6228EB,6226BD,846,36
6228EB,6213KA,684,27
6228EB,6224KJ,423,38
6228EB,6226EZ,473,24
6228EB,6211RK,552,39
6228EB,6215TM,464,32
6228EB,6226HW,513,19
6228EB,6229WG,546,34
6228EB,6221TN,436,39
6228EB,6229AR,507,39
6228EB,6224JZ,532,17
6228EB,6216PK,691,38
6228EB,6213JX,858,27
6228EB,6213CJ,556,38
6228EB,6221EL,397,38
6228EB,6218XB,514,39
6228EB,6217LA,649,26
