postal_Code_start,postal_code_end,time,memory_used(MB)
6211LR,6229VW,425,38
6211LR,6213GP,1085,37
6211LR,6221CK,715,18
6211LR,6217JM,522,37
6211LR,6224VK,517,38
6211LR,6222XR,500,39
6211LR,6211PW,341,37
6211LR,6221HH,471,39
6211LR,6211WE,712,137
6211LR,6211LD,296,37
6211LR,6213EP,577,171
6211LR,6211RR,629,23
6211LR,6226ET,531,39
6211LR,6216TJ,364,32
6211LR,6222SV,589,25
6211LR,6212CM,1215,37
6211LR,6219AP,513,38
6211LR,6217ND,478,39
6211LR,6223GP,433,38
6211LR,6211PJ,503,26
6211LR,6218BC,417,38
6211LR,6211KZ,314,37
6211LR,6226VN,593,39
6211LR,6224AH,785,182
6211LR,6213BA,308,37
6211LR,6216PV,624,22
6211LR,6216EG,463,23
6211LR,6226BB,687,23
6211LR,6215JA,381,38
6211LR,6223CR,370,38
6211LR,6228SG,443,38
6211LR,6227RX,627,97
6211LR,6224EB,726,13
6211LR,6211RJ,498,38
6211LR,6225CE,624,23
6211LR,6228BK,367,38
6211LR,6223EC,489,38
6211LR,6228JM,430,39
6211LR,6224BT,775,23
6211LR,6217KL,504,18
6211LR,6216XJ,388,38
6211LR,6226EG,554,39
6211LR,6224CC,726,39
6211LR,6213AJ,370,38
6211LR,6214VJ,311,38
6211LR,6227CK,482,38
6211LR,6212GJ,915,22
6211LR,6223EV,561,32
6211LR,6219PE,695,23
6211LR,6224XZ,475,39
6211LR,6228HG,411,38
6211LR,6226VZ,627,186
6211LR,6215EK,367,38
6211LR,6215TW,585,25
6211LR,6227GA,444,27
6211LR,6225KE,664,24
6211LR,6216BN,413,23
6211LR,6214XH,387,38
6211LR,6224TB,498,32
6211LR,6224GD,486,39
6211LR,6215BK,341,129
6211LR,6218CK,410,38
6211LR,6219AB,554,38
6211LR,6222VK,521,39
6211LR,6226WZ,728,142
6211LR,6211SX,543,34
6211LR,6212EV,870,78
6211LR,6214SK,314,38
6211LR,6216BL,381,38
6211LR,6229GL,485,39
6211LR,6228CS,382,38
6211LR,6214PT,410,37
6211LR,6218TJ,445,38
6211LR,6226AG,497,39
6211LR,6221JL,458,39
6211LR,6224KN,480,39
6211LR,6213CH,314,169
6211LR,6222VB,534,34
6211LR,6212BV,941,88
6211LR,6215SP,353,38
6211LR,6224CR,514,39
6211LR,6211HP,438,37
6211LR,6218GK,510,39
6211LR,6227GC,553,24
6211LR,6218EB,393,94
6211LR,6226AP,410,38
6211LR,6216BT,541,22
6211LR,6221AT,864,26
6211LR,6228GK,448,34
6211LR,6215GA,360,38
6211LR,6217NW,536,39
6211LR,6221TD,509,39
6211LR,6212NL,336,38
6211LR,6217HH,451,39
6211LR,6224ER,502,39
6211LR,6222TL,500,40
6211LR,6226DK,652,141
6211LR,6213AL,323,38
6211LR,6211AX,685,23
6211LR,6221GD,512,39
6211LR,6227AN,408,38
6211LR,6226WR,718,142
6211LR,6223BE,525,32
6211LR,6229AE,382,38
6211LR,6217GD,797,43
6211LR,6229VS,388,24
6211LR,6216AL,480,38
6211LR,6224KZ,448,38
6211LR,6218VB,486,35
6211LR,6227BP,486,38
6211LR,6218GG,668,39
6211LR,6221VS,441,39
6211LR,6224HB,386,38
6211LR,6218GR,435,38
6211LR,6215XW,656,23
6211LR,6217CC,420,38
6211LR,6226HJ,583,39
6211LR,6225GX,772,26
6211LR,6221AL,742,24
6211LR,6227RR,667,40
6211LR,6211XN,621,23
6211LR,6211GK,519,19
6211LR,6216CS,568,20
6211LR,6215SL,372,38
6211LR,6212HA,729,24
6211LR,6211KC,765,43
6211LR,6211XX,705,93
6211LR,6218TE,410,38
6211LR,6224KX,442,36
6211LR,6211HA,446,31
6211LR,6215EL,370,38
6211LR,6215RE,412,38
6211LR,6216TE,373,38
6211LR,6222AA,365,38
6211LR,6224JN,394,38
6211LR,6218XZ,501,39
6211LR,6217VT,451,34
6211LR,6221AW,734,43
6211LR,6229BK,384,32
6211LR,6228ED,529,40
6211LR,6214PK,420,33
6211LR,6218SV,441,38
6211LR,6212AB,922,44
6211LR,6211NV,359,37
6211LR,6216VG,482,23
6211LR,6228EJ,537,39
6211LR,6215ST,364,38
6211LR,6224HD,535,39
6211LR,6216NT,398,31
6211LR,6211XC,609,37
6211LR,6222EA,375,32
6211LR,6227XD,1147,44
6211LR,6215RM,503,18
6211LR,6228AT,550,40
6211LR,6228AG,421,38
6211LR,6217PK,657,180
6211LR,6226EW,512,39
6211LR,6225DG,680,136
6211LR,6227BE,534,39
6211LR,6216VA,445,18
6211LR,6213JK,1112,178
6211LR,6216AR,487,18
6211LR,6212GK,896,23
6211LR,6216BW,414,38
6211LR,6226BD,687,141
6211LR,6213KA,838,84
6211LR,6224KJ,458,39
6211LR,6226EZ,520,39
6211LR,6211RK,570,23
6211LR,6215TM,363,34
6211LR,6226HW,548,34
6211LR,6229WG,433,38
6211LR,6221TN,503,39
6211LR,6229AR,423,38
6211LR,6224JZ,418,37
6211LR,6216PK,607,24
6211LR,6213JX,1148,124
6211LR,6213CJ,421,24
6211LR,6221EL,373,38
6211LR,6218XB,434,38
6211LR,6217LA,559,16
6211LR,6229HC,334,38
6211LR,6218VT,427,38
6211LR,6225EV,785,57
6211LR,6221SR,490,39
6211LR,6215BJ,448,38
6211LR,6216SX,470,38
6211LR,6221TB,476,39
6211LR,6229GM,500,39
6211LR,6227VM,736,133
6211LR,6226WV,669,47
6211LR,6212EZ,877,20
6211LR,6227VJ,636,37
6211LR,6211AM,703,17
6211LR,6225BV,660,24
6211LR,6227AZ,523,34
6211LR,6225JN,683,17
6211LR,6221CN,628,14
6211LR,6218AG,448,38
6211LR,6222VJ,493,39
6211LR,6224VS,505,39
6211LR,6213HW,1074,37
6211LR,6225HH,572,39
6211LR,6211TD,320,37
6211LR,6211NL,431,18
6211LR,6213NB,366,38
6211LR,6221XW,340,38
6211LR,6221AM,759,226
6211LR,6213CV,463,36
6211LR,6222WH,524,34
6211LR,6225HJ,627,24
6211LR,6211BZ,675,19
6211LR,6216SR,458,38
6211LR,6229EG,474,39
6211LR,6221GB,366,38
6211LR,6213AB,385,37
6211LR,6217PJ,563,180
6211LR,6223GL,416,34
6211LR,6223BA,510,39
6211LR,6218VH,404,38
6211LR,6215SX,367,36
6211LR,6216RH,479,38
6211LR,6215RN,494,25
6211LR,6214TK,432,22
6211LR,6218CV,436,38
6211LR,6224VW,525,39
6211LR,6211ST,625,138
6211LR,6227TL,502,134
6211LR,6215PV,359,38
6211LR,6227AX,509,39
6211LR,6212EA,651,37
6211LR,6226GG,496,34
6211LR,6227CV,543,39
6211LR,6222BH,490,39
6211LR,6224LC,470,39
6211LR,6225HK,696,27
6211LR,6215EE,406,38
6211LR,6228JD,372,38
6211LR,6215BC,365,38
6211LR,6217AN,460,38
6211LR,6225BK,622,25
6211LR,6216AM,491,38
6211LR,6216VN,362,38
6211LR,6226GT,687,16
6211LR,6217CX,494,39
6211LR,6211RZ,707,21
6211LR,6229HV,369,38
6211LR,6222CS,363,38
6211LR,6215RP,470,37
6211LR,6218VK,435,38
6211LR,6223CT,405,38
6211LR,6219BD,580,24
6211LR,6226CA,407,38
6211LR,6216TM,376,38
6211LR,6219BN,640,24
6211LR,6226GJ,540,39
6211LR,6214SP,483,21
6211LR,6217GT,458,32
6211LR,6215SC,554,38
6211LR,6213AP,364,38
6211LR,6217XS,545,39
6211LR,6225DA,572,137
6211LR,6211NP,343,37
6211LR,6227EP,443,38
6211LR,6223CM,403,38
6211LR,6211RN,687,17
6211LR,6228DM,443,38
6211LR,6213JC,1148,80
6211LR,6226BP,654,97
6211LR,6218RZ,466,38
6211LR,6213HE,913,38
6211LR,6227CL,473,38
6211LR,6229BB,452,38
6211LR,6213CK,340,38
6211LR,6212GH,1467,85
6211LR,6216PW,591,18
6211LR,6227SV,522,39
6211LR,6212BB,877,37
6211LR,6225BD,620,25
6211LR,6216RP,620,18
6211LR,6227XW,655,37
6211LR,6221BW,653,24
6211LR,6215XJ,643,51
6211LR,6211PB,336,37
6211LR,6215ES,343,129
6211LR,6223GM,414,38
6211LR,6221VH,490,39
6211LR,6227TB,522,38
6211LR,6211RA,653,21
6211LR,6228EA,395,38
6211LR,6214XZ,651,83
6211LR,6228HL,409,38
6211LR,6222CD,362,38
6211LR,6214RH,345,37
6211LR,6223BR,529,39
6211LR,6221BL,777,23
6211LR,6218AV,436,38
6211LR,6213CB,366,37
6211LR,6219BE,593,29
6211LR,6211JW,696,144
6211LR,6228EK,380,38
6211LR,6217LN,509,22
6211LR,6221CD,706,227
6211LR,6213HH,894,32
6211LR,6218GN,477,39
6211LR,6221EE,759,182
6211LR,6226WL,580,89
6211LR,6227AK,654,25
6211LR,6222TE,536,39
6211LR,6224LR,521,34
6211LR,6215XC,571,25
6211LR,6212GC,522,37
6211LR,6225AE,582,36
6211LR,6229BN,366,38
6211LR,6213HR,1185,39
6211LR,6225AR,683,138
6211LR,6222CT,486,32
6211LR,6224JG,517,39
6211LR,6219NN,655,22
6211LR,6221GH,470,39
6211LR,6223GC,548,40
6211LR,6216NW,416,38
6211LR,6213JL,1149,35
6211LR,6227GT,567,40
6211LR,6214TZ,366,37
6211LR,6211BS,644,143
6211LR,6226CV,589,18
6211LR,6227HM,662,39
6211LR,6227GB,533,39
6211LR,6224CG,738,25
6211LR,6215XX,544,84
6211LR,6216RN,632,22
6211LR,6228EX,404,34
6211LR,6214VK,307,38
6211LR,6221EP,581,24
6211LR,6216VR,378,38
6211LR,6225BB,621,26
6211LR,6222SG,601,19
6211LR,6218VR,426,38
6211LR,6225EM,726,24
6211LR,6224BZ,803,19
6211LR,6212EB,927,37
6211LR,6217HB,516,23
6211LR,6226AE,436,38
6211LR,6225JW,701,25
6211LR,6229VV,442,38
6211LR,6223CS,479,34
6211LR,6217HE,452,39
6211LR,6218RC,389,38
6226WP,6217KS,940,134
6226WP,6216TS,666,25
6226WP,6223BD,555,27
6226WP,6226GM,731,28
6226WP,6224EG,1206,33
6226WP,6227SW,712,138
6226WP,6225GN,813,26
6226WP,6211TC,601,25
6226WP,6216ER,1190,38
6226WP,6219AW,658,25
6226WP,6217CA,621,136
6226WP,6225GW,923,95
6226WP,6215XT,788,26
6226WP,6214SL,941,25
6226WP,6212XC,178,38
6226WP,6227EN,705,29
6226WP,6218XC,701,26
6226WP,6211GD,638,18
6226WP,6213GB,846,25
6226WP,6227BN,749,34
6226WP,6222BC,1057,137
6226WP,6214XL,869,31
6226WP,6224AX,927,136
6226WP,6213JN,772,53
6226WP,6216PT,1004,25
6226WP,6211KX,517,19
6226WP,6211MA,642,25
6226WP,6224XW,943,36
6226WP,6216SE,849,19
6226WP,6213BG,808,19
6226WP,6226AK,479,16
6226WP,6222AT,1111,143
6226WP,6215TB,736,24
6226WP,6213HK,829,179
6226WP,6224LE,605,32
6226WP,6218HE,603,26
6226WP,6215RL,909,33
6226WP,6227HB,804,26
6226WP,6214SC,748,19
6226WP,6224HX,638,18
6226WP,6221BZ,1100,174
6226WP,6228EL,716,43
6226WP,6222SR,1356,33
6226WP,6218VC,883,26
6226WP,6212XS,373,37
6226WP,6227VR,334,37
6226WP,6221BP,1240,45
6226WP,6217AT,831,18
6226WP,6224GC,550,16
6226WP,6225EH,942,28
6226WP,6224AP,1317,22
6226WP,6216PE,873,27
6226WP,6217CR,953,37
6226WP,6211SK,898,173
6226WP,6216SN,775,95
6226WP,6217BS,647,26
6226WP,6222AE,1076,143
6226WP,6229HK,687,26
6226WP,6212AN,1194,27
6226WP,6228HH,714,17
6226WP,6223AJ,635,38
6226WP,6213GW,823,38
6226WP,6217NB,623,27
6226WP,6229TH,782,39
6226WP,6227ED,798,27
6226WP,6211GC,600,25
6226WP,6221TM,649,27
6226WP,6216PN,919,26
6226WP,6222ST,1271,179
6226WP,6217KH,735,39
6226WP,6229WK,758,24
6226WP,6227VD,1012,138
6226WP,6217LW,536,34
6226WP,6222BA,1034,33
6226WP,6225HC,958,139
6226WP,6227DB,706,181
6226WP,6215PX,694,33
6226WP,6221BR,1130,34
6226WP,6222CN,650,34
6226WP,6221VZ,1207,36
6226WP,6217AH,672,25
6226WP,6217LH,1038,26
6226WP,6213GA,685,85
6226WP,6227HE,772,24
6226WP,6227EC,670,30
6226WP,6211JJ,581,23
6226WP,6214XA,931,138
6226WP,6228GW,382,32
6226WP,6226WT,512,37
6226WP,6214AA,919,25
6226WP,6228GA,380,32
6226WP,6211KH,809,23
6226WP,6224VB,796,26
6226WP,6211LR,714,25
6226WP,6226AB,568,18
6226WP,6218DA,805,24
6226WP,6217LR,998,178
6226WP,6226CJ,678,22
6226WP,6215TJ,739,27
6226WP,6216NS,771,39
6226WP,6217AK,815,37
6226WP,6225DK,1064,34
6226WP,6212BW,1061,133
6226WP,6222WD,1139,185
6226WP,6217HV,633,28
6226WP,6212BD,1483,35
6226WP,6228AK,807,31
6226WP,6225HD,812,132
6226WP,6215XM,981,36
6226WP,6224DC,540,22
6226WP,6216TR,723,26
6226WP,6227RM,755,29
6226WP,6222WK,1130,139
6226WP,6228DK,690,27
6226WP,6212GS,946,25
6226WP,6211MZ,664,25
6226WP,6228CW,665,29
6226WP,6229TG,785,27
6226WP,6215VG,751,28
6226WP,6213AA,712,176
6226WP,6215RS,845,27
6226WP,6227TG,718,181
6226WP,6229VT,718,27
6226WP,6215RA,662,38
6226WP,6214VT,965,36
6226WP,6211JH,684,25
6226WP,6225EJ,547,28
6226WP,6224LG,478,25
6226WP,6224BA,1207,174
6226WP,6211MV,652,38
6226WP,6221CM,767,24
6226WP,6222CB,612,27
6226WP,6222BT,732,25
6226WP,6211BG,939,25
6226WP,6229GD,626,92
6226WP,6218SW,721,25
6226WP,6216SM,800,26
6226WP,6221VM,625,27
6226WP,6211EA,687,38
6226WP,6225EA,887,35
6226WP,6227RS,925,29
6226WP,6212GD,1264,218
6226WP,6216ST,794,21
6226WP,6223AG,630,27
6226WP,6212EH,531,37
6226WP,6218GD,661,21
6226WP,6218VN,769,18
6226WP,6211PA,749,18
6226WP,6226CB,487,163
6226WP,6222CH,644,178
6226WP,6211LM,696,23
6226WP,6224VX,875,27
6226WP,6211NA,868,38
6226WP,6227BT,744,24
6226WP,6221VB,673,25
6226WP,6227TS,805,135
6226WP,6228LE,716,24
6226WP,6217XN,892,54
6226WP,6226WB,488,37
6226WP,6219AK,636,132
6226WP,6224AN,887,177
6226WP,6218HK,909,21
6226WP,6218GJ,595,28
6226WP,6211NM,813,22
6226WP,6223AD,644,32
6226WP,6226BA,653,18
6226WP,6226DL,644,18
6226WP,6211JK,613,19
6226WP,6215TH,652,26
6226WP,6229AZ,542,29
6226WP,6215JS,332,38
6226WP,6219BP,646,23
6226WP,6215GH,653,25
6226WP,6226GP,704,93
6226WP,6226CW,704,17
6226WP,6225CH,749,45
6226WP,6217PA,917,24
6226WP,6229VZ,681,25
6226WP,6218GC,734,19
6226WP,6218CW,783,24
6226WP,6215PS,717,26
6226WP,6218AR,774,17
6226WP,6219BB,607,25
6226WP,6225XZ,677,35
6226WP,6218XD,722,24
6226WP,6216VC,656,23
6226WP,6224LP,491,22
6226WP,6223BH,573,26
6226WP,6227HA,770,26
6226WP,6222EC,477,38
6226WP,6224EE,1222,22
6226WP,6228BN,661,33
6226WP,6229AX,570,26
6226WP,6224XJ,991,138
6226WP,6211NS,786,38
6226WP,6218VA,762,19
6226WP,6226DS,532,18
6226WP,6223CK,824,46
6226WP,6216PX,1030,30
6226WP,6223HE,672,26
6226WP,6229WL,753,35
6226WP,6228GC,394,39
6226WP,6213EM,910,26
6226WP,6228SM,801,25
6226WP,6213EV,1269,134
6226WP,6214XP,733,94
6226WP,6215PH,674,25
6226WP,6214XM,872,25
6226WP,6229WT,741,26
6226WP,6217PH,997,188
6226WP,6229GX,638,29
6226WP,6212NJ,455,40
6226WP,6213HV,792,26
6226WP,6223CA,626,25
6226WP,6227XS,551,37
6226WP,6229ZD,762,27
6226WP,6221HG,620,24
6226WP,6227RG,1012,30
6226WP,6211PG,747,25
6226WP,6226DA,606,22
6226WP,6222WE,1315,137
6226WP,6218CC,838,19
6226WP,6227AV,679,29
6226WP,6217VP,652,90
6226WP,6221XT,467,38
6226WP,6222BZ,738,26
6226WP,6229TW,704,24
6226WP,6216RZ,888,23
6226WP,6216RE,972,139
6226WP,6213BV,720,26
6226WP,6228CM,780,29
6226WP,6221TX,536,27
6226WP,6211NG,746,174
6226WP,6228AL,881,30
6226WP,6213HT,1206,32
6226WP,6217VJ,691,27
6226WP,6214TT,706,19
6226WP,6226DM,711,18
6226WP,6216RL,1061,139
6226WP,6211BC,944,175
6226WP,6223GZ,668,27
6226WP,6224GM,578,18
6226WP,6215VS,840,186
6226WP,6218HG,911,98
6226WP,6215RX,821,36
6226WP,6224XX,1030,34
6226WP,6225ES,563,39
6226WP,6227SK,741,28
6226WP,6216CP,673,26
6226WP,6227SB,967,182
6226WP,6226AW,603,37
6226WP,6222CE,611,27
6226WP,6218RX,796,23
6226WP,6222WJ,1182,36
6226WP,6227BJ,827,29
6226WP,6224KG,512,22
6226WP,6215EM,623,26
6226WP,6227VA,1197,104
6226WP,6217XV,883,24
6226WP,6224TL,565,20
6226WP,6214VX,957,184
6226WP,6211AT,1002,24
6226WP,6215RR,866,26
6226WP,6226BL,654,22
6226WP,6213JS,518,27
6226WP,6216BM,773,37
6226WP,6217JW,1063,138
6226WP,6213GC,957,174
6226WP,6225HL,735,28
6226WP,6221HE,592,24
6226WP,6215VE,718,28
6226WP,6226EN,582,23
6226WP,6226GE,749,29
6226WP,6215BN,615,37
6226WP,6214TC,895,136
6226WP,6229HW,583,26
6226WP,6216TD,777,25
6226WP,6228LB,697,28
6226WP,6211LC,650,25
6226WP,6216SV,999,26
6226WP,6224XM,773,138
6226WP,6212XW,1043,95
6226WP,6228HC,744,140
6226WP,6213GK,954,134
6226WP,6215SZ,701,24
6226WP,6215EP,644,28
6226WP,6229HH,638,29
6226WP,6214XJ,1110,186
6226WP,6214VG,758,24
6226WP,6217HG,628,26
6226WP,6214AC,884,27
6226WP,6215BP,653,26
6226WP,6217EP,826,26
6226WP,6218AN,706,26
6226WP,6212BK,1418,27
6226WP,6225GB,988,142
6226WP,6215JL,623,39
6226WP,6211LH,586,24
6226WP,6211BE,873,25
6226WP,6211PM,798,34
6226WP,6212EC,540,37
6226WP,6227VT,1125,28
6226WP,6218WH,719,26
6226WP,6211BP,980,24
6226WP,6211AP,915,27
6226WP,6216PZ,1008,93
6226WP,6228EB,624,28
6226WP,6217BR,680,29
6226WP,6229HE,576,28
6226WP,6224JV,510,22
6226WP,6221HB,630,27
6226WP,6226CP,747,22
6226WP,6224JP,519,23
6226WP,6218VG,784,24
6226WP,6221AC,1320,92
6226WP,6216CJ,1077,34
6226WP,6218BS,827,18
6226WP,6214AR,1008,39
6226WP,6217GW,858,26
6226WP,6215KJ,611,21
6226WP,6228JB,711,29
6226WP,6221GE,608,16
6226WP,6224EN,749,33
6226WP,6218SE,805,24
6226WP,6224CT,1211,173
6226WP,6225DH,1030,32
6226WP,6222SN,1284,32
6226WP,6216AC,850,39
6226WP,6225JM,1333,183
6226WP,6221EK,754,22
6226WP,6212GT,892,25
6226WP,6216PH,937,19
6226WP,6215XD,726,26
6226WP,6226AT,652,24
6226WP,6218WB,708,25
6226WP,6223CL,626,34
6226WP,6221SW,653,25
6226WP,6222XS,967,90
6226WP,6212XK,184,37
6226WP,6214TH,807,23
6226WP,6225CA,872,35
6226WP,6211EL,847,22
6226WP,6225GA,988,33
6226WP,6212BA,1226,32
6226WP,6215RB,697,97
6226WP,6229HZ,581,25
6226WP,6214AM,921,27
6226WP,6224TG,609,23
6226WP,6215XL,1105,221
6226WP,6213BH,728,24
6226WP,6227AR,782,27
6226WP,6221CP,588,23
6226WP,6224VN,829,24
6226WP,6221JM,623,16
6226WP,6217VR,661,26
6226WP,6218GT,603,24
6226WP,6222ED,489,32
6226WP,6211SC,1025,20
6226WP,6216XR,712,19
6226WP,6224BJ,1246,33
6226WP,6217CB,701,27
6226WP,6225KM,1048,136
6226WP,6223AE,612,27
6226WP,6214VZ,934,44
6226WP,6229BC,607,27
6226WP,6228EV,764,58
6226WP,6213KB,796,184
6226WP,6216VJ,742,36
6226WP,6229TE,755,28
6226WP,6216PS,895,25
6226WP,6212AS,695,31
6226WP,6226EJ,785,27
6226WP,6216PL,940,183
6226WP,6211KA,945,24
6226WP,6212CL,708,37
6226WP,6229BD,681,35
6226WP,6213HG,835,27
6226WP,6214AP,911,19
6226WP,6228GN,376,39
6226WP,6212BT,1079,220
6226WP,6217LP,647,140
6226WP,6215KC,636,136
6226WP,6222CP,707,86
6226WP,6217JJ,945,25
6226WP,6211ER,667,37
6226WP,6226GL,758,25
6226WP,6212BM,1199,51
6226WP,6213AD,764,24
6226WP,6218ST,797,26
6226WP,6226XZ,678,27
6226WP,6227XN,742,37
6226WP,6224VV,797,42
6226WP,6224JA,546,133
6226WP,6217LJ,1069,41
6226WP,6211PC,761,37
6226WP,6216AT,822,102
6226WP,6221CX,844,48
6226WP,6211JA,596,25
6226WP,6214SR,923,25
6226WP,6222VV,1195,47
6226WP,6226WX,405,37
6226WP,6211EB,665,25
6226WP,6215SM,661,96
6226WP,6222XW,1048,92
6226WP,6218AT,711,17
6226WP,6216VP,623,26
6226WP,6227SZ,710,28
6226WP,6228EG,733,28
6226WP,6217BC,685,29
6226WP,6212BS,1111,42
6226WP,6229AH,613,29
6226WP,6215XN,1138,29
6226WP,6224HN,565,23
6226WP,6227CP,688,30
6226WP,6213GH,1274,130
6226WP,6213BT,890,26
6226WP,6218WC,672,27
6226WP,6213JT,839,25
6226WP,6212EL,874,25
6226WP,6211LA,533,23
6226WP,6229EA,786,24
6226WP,6228HX,675,25
6226WP,6218BP,790,94
6226WP,6211RM,910,24
6226WP,6217EJ,823,26
6226WP,6227AL,748,26
6226WP,6221SG,661,28
6226WP,6227GN,780,36
6226WP,6229GC,602,26
6226WP,6216ES,1153,24
6226WP,6224HT,562,22
6226WP,6217NV,939,29
6226WP,6224KB,666,22
6226WP,6217VK,610,25
6226WP,6225KL,1013,218
6226WP,6215TZ,655,27
6226WP,6218BW,746,25
6226WP,6218EN,743,24
6226WP,6218GV,691,184
6226WP,6221VX,1172,34
6226WP,6226XH,574,22
6226WP,6222BL,691,29
6226WP,6214BB,811,25
6226WP,6227SJ,898,29
6226WP,6219AX,736,26
6226WP,6229BH,714,27
6226WP,6217BW,773,26
6226WP,6229HD,658,33
6226WP,6222CZ,649,178
6226WP,6215EV,624,46
6226WP,6212ER,1275,175
6226WP,6225BE,954,32
6226WP,6218RT,609,25
6226WP,6227EH,800,28
6226WP,6229XM,718,29
6226WP,6218HL,868,29
6226WP,6213CG,825,27
6226WP,6212NH,690,37
6226WP,6219AS,656,28
6226WP,6221VW,600,31
6226WP,6226VJ,632,22
6226WP,6212HH,807,135
6226WP,6222EB,488,26
6226WP,6225EL,976,42
6226WP,6224GA,649,44
6226WP,6217LD,995,26
6226WP,6211XB,874,131
6226WP,6217NX,833,36
6226WP,6217GV,771,26
6226WP,6214RV,803,24
6226WP,6225BW,964,32
6226WP,6211XS,859,25
6226WP,6211PK,936,25
6226WP,6222PD,583,36
6226WP,6229AG,623,29
6226WP,6222EL,838,46
6226WP,6227TM,964,32
6226WP,6216VB,672,25
6226WP,6221KZ,617,28
6226WP,6228AE,767,29
6226WP,6212EX,1275,224
6226WP,6217ET,961,39
6226WP,6213EC,996,55
6226WP,6226WG,563,37
6226WP,6211RC,760,25
6226WP,6216BH,666,28
6226WP,6224BB,1261,26
6226WP,6214PM,947,90
6226WP,6214TR,734,25
6226WP,6224EX,748,31
6226WP,6228GJ,365,39
6226WP,6216PP,1024,310
6226WP,6211NH,715,90
6226WP,6213CT,762,20
6226WP,6225AL,994,39
6226WP,6228JV,352,34
6226WP,6216TB,654,23
6226WP,6221BN,1164,41
6226WP,6224VL,750,18
6226WP,6229AW,698,26
6226WP,6227TA,856,26
6226WP,6221XK,1009,93
6226WP,6211SN,1000,22
6226WP,6227BS,785,93
6226WP,6224TW,868,180
6226WP,6212HD,728,90
6226WP,6215RH,735,25
6226WP,6229XP,657,26
6226WP,6214PA,1076,21
6226WP,6222NA,795,25
6226WP,6212BP,1278,131
6226WP,6218SH,742,36
6226WP,6221XD,1166,35
6226WP,6224EV,697,35
6226WP,6225ET,555,27
6226WP,6222BP,646,27
6226WP,6223HA,546,29
6226WP,6227XH,751,28
6226WP,6215XR,1063,45
6226WP,6226BR,693,24
6226WP,6226BG,641,23
6226WP,6221VT,562,35
6226WP,6213JV,518,29
6226WP,6218RB,688,27
6226WP,6221EW,536,24
6226WP,6211EV,642,88
6226WP,6223AX,641,25
6226WP,6222TZ,1045,27
6226WP,6216TC,833,39
6226WP,6212XD,187,37
6226WP,6226HS,607,29
6226WP,6225KH,888,179
6226WP,6225AG,763,175
6226WP,6229VP,736,36
6226WP,6221AH,893,86
6226WP,6225BC,947,272
6226WP,6224LX,597,129
6226WP,6211RV,919,41
6226WP,6215TA,642,28
6226WP,6218GA,679,28
6226WP,6211ET,670,23
6226WP,6222CG,600,34
6226WP,6228BJ,744,25
6226WP,6222TX,982,56
6226WP,6222AL,1080,128
6226WP,6222NE,919,135
6226WP,6216AZ,812,146
6226WP,6218XA,772,26
6226WP,6211SZ,704,25
6226WP,6211PS,781,29
6226WP,6224GX,460,18
6226WP,6225JT,1025,233
6226WP,6217BH,685,28
6226WP,6212BL,1317,31
6226WP,6216AP,875,140
6226WP,6211MB,665,133
6226WP,6225BR,935,36
6226WP,6213HP,787,53
6226WP,6224VT,843,34
6226WP,6211RL,831,25
6226WP,6222EM,594,27
6226WP,6222SK,940,46
6226WP,6228XV,586,26
6226WP,6229VW,744,29
6226WP,6213GP,1490,36
6226WP,6221CK,1125,92
6226WP,6217JM,1080,36
6226WP,6224VK,787,178
6226WP,6222XR,988,32
6226WP,6211PW,717,25
6226WP,6221HH,668,25
6226WP,6211WE,1058,48
6226WP,6211LD,607,21
6226WP,6213EP,994,55
6226WP,6211RR,981,24
6226WP,6226ET,781,27
6226WP,6216TJ,677,25
6226WP,6222SV,1331,25
6226WP,6212CM,712,37
6226WP,6219AP,608,94
6226WP,6217ND,586,85
6226WP,6223GP,675,96
6226WP,6211PJ,715,26
6226WP,6218BC,807,26
6226WP,6211KZ,699,25
6226WP,6226VN,734,25
6226WP,6224AH,1335,174
6226WP,6213BA,697,19
6226WP,6216PV,1079,24
6226WP,6216EG,978,24
6226WP,6226BB,640,18
6226WP,6215JA,698,28
6226WP,6223CR,669,29
6226WP,6228SG,707,30
6226WP,6227RX,1110,182
6226WP,6224EB,1230,35
6226WP,6211RJ,738,27
6226WP,6225CE,1037,50
6226WP,6228BK,545,32
6226WP,6223EC,849,29
6226WP,6228JM,641,27
6226WP,6224BT,1087,215
6226WP,6217KL,721,265
6226WP,6216XJ,523,95
6226WP,6226EG,822,26
6226WP,6224CC,1310,85
6226WP,6213AJ,775,92
6226WP,6214VJ,694,18
6226WP,6227CK,730,29
6226WP,6212GJ,1320,45
6226WP,6223EV,628,29
6226WP,6219PE,993,226
6226WP,6224XZ,930,28
6226WP,6228HG,709,38
6226WP,6226VZ,617,20
6226WP,6215EK,598,28
6226WP,6215TW,1023,37
6226WP,6227GA,708,30
6226WP,6225KE,801,272
6226WP,6216BN,714,25
6226WP,6214XH,724,38
6226WP,6224TB,655,29
6226WP,6224GD,583,23
6226WP,6215BK,668,28
6226WP,6218CK,659,27
6226WP,6219AB,653,27
6226WP,6222VK,1047,319
6226WP,6226WZ,484,37
6226WP,6211SX,950,36
6226WP,6212EV,1226,34
6226WP,6214SK,757,24
6226WP,6216BL,645,25
6226WP,6229GL,724,25
6226WP,6228CS,655,26
6226WP,6214PT,932,23
